stream,h,method,n,rel_bias,median_rel_bias,mape,rmse,mean_realized,cov50,cov90,origin_set
Y3,24,onestep,28,0.059598360514221536,0.07982131311350146,0.08512132979067245,0.4691943444032622,4.178571428571429,,,evaluation 2021-01..2023-06
Y3,24,nowcast,28,0.053239961737459665,0.07208504917635386,0.07944755020627944,0.45176339843625174,4.178571428571429,0.9285714285714286,1.0,evaluation 2021-01..2023-06
all,1,naive,30,-0.2916588675295079,-0.29192572422660923,0.2916588675295079,1304.8928053036898,4383.866666666667,,,evaluation 2021-01..2023-06
all,1,onestep,30,0.09998540572069899,0.09236983889451249,0.10587308815996693,529.1514207852325,4383.866666666667,,,evaluation 2021-01..2023-06
all,1,nowcast,30,0.010057594578190807,0.0018771250217375366,0.05203132363241874,280.3597150335169,4383.866666666667,0.7,0.9333333333333333,evaluation 2021-01..2023-06
all,3,naive,30,-0.18673912238072898,-0.19209903858826244,0.18673912238072898,827.9969001552281,4328.533333333334,,,evaluation 2021-01..2023-06
all,3,onestep,30,0.08784536431514772,0.07437994272214199,0.0887255309438398,435.33696854915155,4328.533333333334,,,evaluation 2021-01..2023-06
all,3,nowcast,30,0.022377476348651632,0.012255102033977425,0.0407269643548278,224.66232514600597,4328.533333333334,0.7666666666666667,1.0,evaluation 2021-01..2023-06
all,6,naive,30,-0.11753889560151921,-0.11720608756323042,0.11753889560151921,519.8019815275813,4326.866666666667,,,evaluation 2021-01..2023-06
all,6,onestep,30,0.06793180894285543,0.05668259217525213,0.06793180894285543,350.797340699071,4326.866666666667,,,evaluation 2021-01..2023-06
all,6,nowcast,30,0.02849036682213191,0.018190450078216375,0.03410151914481931,207.22822136636057,4326.866666666667,0.8,1.0,evaluation 2021-01..2023-06
all,12,naive,30,-0.06110701536757098,-0.06052385992465886,0.06110701536757098,270.0140119820945,4263.333333333333,,,evaluation 2021-01..2023-06
all,12,onestep,30,0.0277113414800405,0.027695564514469154,0.029376369392886934,151.3664289930851,4263.333333333333,,,evaluation 2021-01..2023-06
all,12,nowcast,30,0.015037860930652215,0.016899703335709768,0.020316872058454963,109.08343249662806,4263.333333333333,0.8333333333333334,1.0,evaluation 2021-01..2023-06
all,24,naive,30,-0.016208414488794825,-0.0146526996647896,0.016208414488794825,81.25289738423692,4950.9,,,evaluation 2021-01..2023-06
all,24,onestep,30,0.005689768567012339,0.006994579529742073,0.00680204972529893,44.26638369691478,4950.9,,,evaluation 2021-01..2023-06
all,24,nowcast,30,0.004859807823896011,0.0061174516737811015,0.00634363779083564,40.80537226312622,4950.9,0.43333333333333335,0.7,evaluation 2021-01..2023-06
severe,1,naive,30,-0.2740679842425749,-0.27357571822756044,0.2740679842425749,81.66455779590066,294.4,,,evaluation 2021-01..2023-06
severe,1,onestep,30,0.03460960108050439,0.041833127744932364,0.04706993648618123,16.965867133434013,294.4,,,evaluation 2021-01..2023-06
severe,1,nowcast,30,-0.004870163920153022,-0.00759467704057293,0.03365261787616019,12.177672745984628,294.4,0.7666666666666667,0.9666666666666667,evaluation 2021-01..2023-06
