stream,W,d,F,lam
Y1,all-history,7,0.8902731505352199,1.0119872775827408
Y1,all-history,8,0.9009451019151468,1.0095900798429904
Y1,all-history,9,0.9095852373766642,1.0079766019675618
Y1,all-history,10,0.9168406367707881,1.007672859830668
Y1,all-history,11,0.9238754264637906,1.0135645302897278
Y1,all-history,12,0.9364073626699939,1.0086867136714395
Y1,all-history,13,0.9445416653093359,1.0058730387217505
Y1,all-history,14,0.9500889950840044,1.0044450179951534
Y1,all-history,15,0.9543121577641499,1.0038195785588602
Y1,all-history,16,0.9579572280204054,1.003598355037697
Y1,all-history,17,0.9614042982377509,1.0032513832639325
Y1,all-history,18,0.9645301920829138,1.0032484648154216
Y1,all-history,19,0.967663434475307,1.002690046826741
Y1,all-history,20,0.9702664944265706,1.0026323652869278
Y1,all-history,21,0.9728205902655682,1.0021757060379397
Y1,all-history,22,0.9749371618976411,1.0021624697681035
Y1,all-history,23,0.9770454340360454,1.0043973246050946
Y1,all-history,24,0.9813418199634274,1.0024562350034785
Y1,all-history,25,0.9837522260919989,1.002115665866784
Y1,all-history,26,0.9858335170981145,1.0018042591882255
Y1,all-history,27,0.9876122162793994,1.0018901173862376
Y1,all-history,28,0.9894789193002498,1.0015212044527217
Y1,all-history,29,0.9909841190381636,1.0014373950416986
Y1,all-history,30,0.9924085546972712,1.0013251261007097
Y1,all-history,31,0.9937236211756681,1.001113172541744
Y1,all-history,32,0.9948298070248432,1.001200411569681
Y1,all-history,33,0.9960240122350594,1.0011590304209712
Y1,all-history,34,0.9971784343652577,1.000788327026717
Y1,all-history,35,0.9979645370755272,1.0020396144841355
Y1,all-history,36,1.0,
Y2,all-history,0,0.4376526332483055,1.5364169543696187
